"Regulation","Gene","Dataset"
"Down","FMO3","GSE19804"
"Down","BCL2A1","GSE19804"
"Up","CLDN2","GSE19804"
"Up","HOXC10","GSE19804"
"Down","KLK11","GSE19804"
"Down","TM6SF1","GSE19804"
"Down","RETN","GSE19804"
"Up","AKR1B10","GSE19804"
"Up","CAPN8","GSE19804"
"Up","GPR87","GSE19804"
"Down","ITLN1","GSE19804"
"Up","TCN1","GSE19804"
"Down","SLPI","GSE19804"
"Down","CHST9","GSE19804"
"Up","FAM83D","GSE19804"
"Down","CLC","GSE19804"
"Up","MMP9","GSE19804"
"Up","PCP4L1","GSE19804"
"Down","HSD17B6","GSE19804"
"Up","GPX2","GSE19804"
"Up","TMPRSS11E","GSE19804"
"Up","CT83","GSE19804"
"Down","SELE","GSE19804"
"Down","CRISPLD2","GSE19804"
"Up","TESC","GSE19804"
"Up","CILP","GSE19804"
"Up","FOXA1","GSE19804"
"Down","IL1B","GSE19804"
"Down","GLDN","GSE19804"
"Up","POU2AF1","GSE19804"
"Down","ZNF385B","GSE19804"
"Down","PLA2G1B","GSE19804"
"Down","CCN2","GSE19804"
"Up","TUBB2B","GSE19804"
"Up","ADAMDEC1","GSE19804"
"Down","SUSD2","GSE19804"
"Down","PTX3","GSE19804"
"Down","ALDH1A1","GSE19804"
"Up","TDO2","GSE19804"
"Up","TWIST1","GSE19804"
"Down","ACKR3","GSE19804"
"Down","CH25H","GSE19804"
"Down","FGF7","GSE19804"
"Up","MMP10","GSE19804"
"Down","CPA3","GSE19804"
"Up","LCN2","GSE19804"
"Down","AADAC","GSE19804"
"Down","SERPINA3","GSE19804"
"Down","SCGB3A2","GSE19804"
"Up","MUC5B","GSE19804"
"Down","S100A9","GSE19804"
"Down","CCL2","GSE19804"
"Up","DSP","GSE19804"
"Down","CA2","GSE19804"
"Up","TFF1","GSE19804"
"Up","SERPIND1","GSE19804"
"Up","KRT6A","GSE19804"
"Down","SLC6A14","GSE19804"
"Up","AZGP1","GSE19804"
"Down","SFTPB","GSE19804"
"Up","ANXA10","GSE19804"
"Down","HPGD","GSE19804"
"Down","MSLN","GSE19804"
"Up","FDCSP","GSE19804"
"Up","SPINK5","GSE19804"
"Up","SFRP2","GSE19804"
"Up","LGALS4","GSE19804"
"Up","PROM1","GSE19804"
"Down","TCF21","GSE18842"
"Down","AGER","GSE18842"
"Down","TNNC1","GSE18842"
"Down","GPM6A","GSE18842"
"Up","TOP2A","GSE18842"
"Down","CLIC5","GSE18842"
"Up","CDC20","GSE18842"
"Down","RGCC","GSE18842"
"Up","TPX2","GSE18842"
"Down","NOSTRIN","GSE18842"
"Down","PHACTR1","GSE18842"
"Down","CLDN18","GSE18842"
"Down","CLEC3B","GSE18842"
"Down","FAM107A","GSE18842"
"Up","ANLN","GSE18842"
"Up","TK1","GSE18842"
"Down","ALKAL2","GSE18842"
"Up","MELK","GSE18842"
"Down","INMT","GSE18842"
"Up","CEP55","GSE18842"
"Down","FXYD1","GSE18842"
"Down","ACADL","GSE18842"
"Up","UBE2C","GSE18842"
"Down","ENTREP1","GSE18842"
"Down","DPEP2","GSE18842"
"Down","GKN2","GSE18842"
"Down","EDNRB","GSE18842"
"Down","CPB2","GSE18842"
"Up","CCNB2","GSE18842"
"Down","ABCA8","GSE18842"
"Up","DLGAP5","GSE18842"
"Up","UBE2T","GSE18842"
"Down","EMCN","GSE18842"
"Up","RRM2","GSE18842"
"Down","ADH1B","GSE18842"
"Up","MIF","GSE18842"
"Down","ECSCR","GSE18842"
"Down","HIGD1B","GSE18842"
"Down","NPR1","GSE18842"
"Down","KANK3","GSE18842"
"Up","PRC1","GSE18842"
"Up","CCNB1","GSE18842"
"Down","ADAMTS8","GSE18842"
"Down","MYCT1","GSE18842"
"Up","GINS1","GSE18842"
"Up","CDK1","GSE18842"
"Down","MCEMP1","GSE18842"
"Down","TMOD1","GSE18842"
"Up","BIRC5","GSE18842"
"Down","MYZAP","GSE18842"
"Up","MCM2","GSE18842"
"Down","PEBP4","GSE18842"
"Down","JAM2","GSE18842"
"Up","KIF20A","GSE18842"
"Down","SCN7A","GSE18842"
"Up","ORC6","GSE18842"
"Up","KIF4A","GSE18842"
"Up","HJURP","GSE18842"
"Up","KIF2C","GSE18842"
"Down","CCM2L","GSE18842"
"Up","ZWINT","GSE18842"
"Down","GRK5","GSE18842"
"Up","AURKA","GSE18842"
"Up","BUB1B","GSE18842"
"Down","ASPA","GSE18842"
"Up","CCNA2","GSE18842"
"Up","NUSAP1","GSE18842"
"Up","CDKN3","GSE18842"
"Down","CACNA2D2","GSE18842"
"Down","MMP28","GSE18842"
"Down","TMEM100","GSE18842"
"Down","ANKRD29","GSE18842"
"Up","HMMR","GSE18842"
"Up","FEN1","GSE18842"
"Down","GLDN","GSE18842"
"Down","PPP1R14A","GSE18842"
"Up","KIF14","GSE18842"
"Up","TTK","GSE18842"
"Down","DENND3","GSE18842"
"Down","CA4","GSE18842"
"Up","ECT2","GSE18842"
"Up","PCLAF","GSE18842"
"Up","SHMT2","GSE18842"
"Down","STX11","GSE18842"
"Down","FHL1","GSE18842"
"Down","WWC2","GSE18842"
"Down","PGM5","GSE18842"
"Down","RAMP3","GSE18842"
"Down","MAMDC2","GSE18842"
"Up","KIF11","GSE18842"
"Down","JAML","GSE18842"
"Up","RACGAP1","GSE18842"
"Up","CENPE","GSE18842"
"Down","VEPH1","GSE18842"
"Down","COX4I2","GSE18842"
"Down","PLA2G1B","GSE18842"
"Down","CD36","GSE18842"
"Up","EFNA4","GSE18842"
"Down","LIMS2","GSE18842"
"Down","RAMP2","GSE18842"
"Down","CAVIN2","GSE18842"
"Down","FRY","GSE18842"
"Up","CDCA5","GSE18842"
"Up","PIMREG","GSE18842"
"Down","STARD13","GSE18842"
"Up","NME1","GSE18842"
"Up","SPAG5","GSE18842"
"Down","ARHGAP44","GSE18842"
"Down","CYYR1","GSE18842"
"Up","MMP12","GSE18842"
"Down","GPIHBP1","GSE18842"
"Up","BUB1","GSE18842"
"Down","DLC1","GSE18842"
"Down","MTARC2","GSE18842"
"Down","FOXF1","GSE18842"
"Up","NDC80","GSE18842"
"Down","LDB2","GSE18842"
"Up","PBK","GSE18842"
"Down","STX12","GSE18842"
"Up","STIL","GSE18842"
"Up","FOXM1","GSE18842"
"Down","GLIPR2","GSE18842"
"Up","NCAPG","GSE18842"
"Down","FCN3","GSE18842"
"Down","CAB39L","GSE18842"
"Down","CAV1","GSE18842"
"Down","FGD5","GSE18842"
"Down","ACVRL1","GSE18842"
"Down","FMO2","GSE18842"
"Up","CDCA8","GSE18842"
"Down","FGR","GSE18842"
"Down","FHL5","GSE18842"
"Down","ARHGAP31","GSE18842"
"Up","CENPA","GSE18842"
"Down","SCARA5","GSE18842"
"Up","TYMS","GSE18842"
"Up","CDCA3","GSE18842"
"Up","MYBL2","GSE18842"
"Down","SNX25","GSE18842"
"Up","CHEK1","GSE18842"
"Down","CRBN","GSE18842"
"Down","RAI2","GSE18842"
"Down","GPX3","GSE18842"
"Up","TRIP13","GSE18842"
"Down","TMEM88","GSE18842"
"Down","RGS13","GSE18842"
"Up","NUF2","GSE18842"
"Up","KPNA2","GSE18842"
"Up","TMPRSS4","GSE18842"
"Down","CAPN3","GSE18842"
"Down","PTPRB","GSE18842"
"Down","RAP1A","GSE18842"
"Up","ALDH18A1","GSE18842"
"Down","MFNG","GSE18842"
"Down","GPR146","GSE18842"
"Up","MKI67","GSE18842"
"Down","ARRB1","GSE18842"
"Up","DSP","GSE18842"
"Down","ESAM","GSE18842"
"Down","SLC46A2","GSE18842"
"Down","SH2D3C","GSE18842"
"Up","CDC45","GSE18842"
"Down","AQP4","GSE18842"
"Down","TMEM139","GSE18842"
"Down","SOX17","GSE18842"
"Down","ICAM2","GSE18842"
"Down","KLF2","GSE18842"
"Up","KNTC1","GSE18842"
"Down","RILPL2","GSE18842"
"Down","ZNF385B","GSE18842"
"Up","RFC4","GSE18842"
"Down","FAM162B","GSE18842"
"Down","HPGDS","GSE18842"
"Up","FAM83D","GSE18842"
"Down","COL6A6","GSE18842"
"Down","TNS2","GSE18842"
"Down","FAM184A","GSE18842"
"Down","BDH2","GSE18842"
"Down","CFD","GSE18842"
"Down","LGI3","GSE18842"
"Up","CENPF","GSE18842"
"Down","ABCA3","GSE18842"
"Down","EFCC1","GSE18842"
"Up","PAFAH1B3","GSE18842"
"Up","GARS1","GSE18842"
"Down","ITGA8","GSE18842"
"Down","HHIP","GSE18842"
"Up","KIF23","GSE18842"
"Down","CHRDL1","GSE18842"
"Down","PIP5K1B","GSE18842"
"Down","DOCK4","GSE18842"
"Down","CAT","GSE18842"
"Down","CLEC14A","GSE18842"
"Down","ADIRF","GSE18842"
"Up","PTTG1","GSE18842"
"Down","LRRK2","GSE18842"
"Up","PLPP2","GSE18842"
"Up","DSG2","GSE18842"
"Up","MCM4","GSE18842"
"Down","RBMS3","GSE18842"
"Down","ST6GALNAC6","GSE18842"
"Down","CRY2","GSE18842"
"Up","CKAP4","GSE18842"
"Down","SLC11A1","GSE18842"
"Down","LPL","GSE18842"
"Up","RMI2","GSE18842"
"Down","IGSF10","GSE18842"
"Down","ROBO4","GSE18842"
"Up","PDIA6","GSE18842"
"Down","KCNT2","GSE18842"
"Down","SHE","GSE18842"
"Up","SULF1","GSE18842"
"Down","DAPK2","GSE18842"
"Down","GAB3","GSE18842"
"Down","ADRB2","GSE18842"
"Down","CLEC12A","GSE18842"
"Up","ALG3","GSE18842"
"Up","PLK1","GSE18842"
"Down","MT1M","GSE18842"
"Up","GGCT","GSE18842"
"Down","HSD17B6","GSE18842"
"Down","PLAC9","GSE18842"
"Down","CDO1","GSE18842"
"Up","FIGNL1","GSE18842"
"Up","COPB2","GSE18842"
"Down","VSIG2","GSE18842"
"Up","CKAP5","GSE18842"
"Up","PLOD2","GSE18842"
"Down","CYP4B1","GSE18842"
"Down","UBL3","GSE18842"
"Down","FABP4","GSE18842"
"Down","CLEC1A","GSE18842"
"Up","PAICS","GSE18842"
"Down","PNPLA6","GSE18842"
"Up","NUP155","GSE18842"
"Down","ECRG4","GSE18842"
"Down","ADCY4","GSE18842"
"Down","PECAM1","GSE18842"
"Down","PDE2A","GSE18842"
"Down","ABCA6","GSE18842"
"Up","MAD2L1","GSE18842"
"Down","PLEKHH2","GSE18842"
"Down","FRMD3","GSE18842"
"Up","CENPK","GSE18842"
"Up","SPATS2","GSE18842"
"Up","SHCBP1","GSE18842"
"Down","LYVE1","GSE18842"
"Down","EMP2","GSE18842"
"Down","TMEM243","GSE18842"
"Down","ALOX5","GSE18842"
"Down","KCNK3","GSE18842"
"Up","EZH2","GSE18842"
"Down","MS4A7","GSE18842"
"Up","MRPL3","GSE18842"
"Down","FCER1A","GSE18842"
"Down","OTUD1","GSE18842"
"Up","EXO1","GSE18842"
"Down","KAT2B","GSE18842"
"Up","ATAD2","GSE18842"
"Up","NCAPH","GSE18842"
"Up","CTHRC1","GSE18842"
"Up","TPI1","GSE18842"
"Down","NR2F1","GSE18842"
"Down","CCN5","GSE18842"
"Down","LMO2","GSE18842"
"Down","S1PR1","GSE18842"
"Down","ADAMTSL4","GSE18842"
"Down","HBB","GSE18842"
"Down","SUSD2","GSE18842"
"Down","CPAMD8","GSE18842"
"Up","PFKP","GSE18842"
"Up","FERMT1","GSE18842"
"Up","GINS2","GSE18842"
"Down","OSCAR","GSE18842"
"Down","STARD8","GSE18842"
"Down","SHROOM4","GSE18842"
"Down","SECISBP2L","GSE18842"
"Down","CSRNP1","GSE18842"
"Up","KIF15","GSE18842"
"Down","LMO7","GSE18842"
"Up","DTYMK","GSE18842"
"Up","IGSF9","GSE18842"
"Up","PARP1","GSE18842"
"Up","ASF1B","GSE18842"
"Down","DOK2","GSE18842"
"Down","SFTPC","GSE18842"
"Down","CBX7","GSE18842"
"Down","TM6SF1","GSE18842"
"Down","EPAS1","GSE18842"
"Up","NCAPD2","GSE18842"
"Up","CDH3","GSE18842"
"Down","DPYSL2","GSE18842"
"Up","YDJC","GSE18842"
"Down","TCEAL1","GSE18842"
"Down","ABI3BP","GSE18842"
"Down","SYNE1","GSE18842"
"Down","FAM13B","GSE18842"
"Down","SLC39A8","GSE18842"
"Down","PTPRM","GSE18842"
"Up","TPBG","GSE18842"
"Down","MS4A2","GSE18842"
"Down","CYP27A1","GSE18842"
"Down","CD52","GSE18842"
"Down","GATA2","GSE18842"
"Down","FAM110D","GSE18842"
"Down","NCKAP5","GSE18842"
"Down","LONRF3","GSE18842"
"Down","COX7A1","GSE18842"
"Up","TRIM59","GSE18842"
"Up","ASPM","GSE18842"
"Down","KL","GSE18842"
"Down","IL33","GSE18842"
"Down","IFT57","GSE18842"
"Up","NEK2","GSE18842"
"Down","PALMD","GSE18842"
"Down","MS4A15","GSE18842"
"Down","MARCO","GSE18842"
"Down","CHI3L2","GSE18842"
"Down","CCDC69","GSE18842"
"Down","CASQ2","GSE18842"
"Up","POLR2H","GSE18842"
"Down","GNAQ","GSE18842"
"Down","FAM13C","GSE18842"
"Up","R3HDM1","GSE18842"
"Down","TIE1","GSE18842"
"Up","NCAPG2","GSE18842"
"Down","GADD45B","GSE18842"
"Up","P3H4","GSE18842"
"Up","AURKB","GSE18842"
"Down","ADRB1","GSE18842"
"Down","GSTM5","GSE18842"
"Up","CDT1","GSE18842"
"Down","CLIC3","GSE18842"
"Up","GREM1","GSE18842"
"Up","CPOX","GSE18842"
"Down","NDNF","GSE18842"
"Down","GPD1","GSE18842"
"Up","SEM1","GSE18842"
"Up","FANCI","GSE18842"
"Down","DUOX1","GSE18842"
"Down","F8","GSE18842"
"Down","GIMAP1","GSE18842"
"Up","ESPL1","GSE18842"
"Down","CLDN5","GSE18842"
"Up","RPL39L","GSE18842"
"Down","PID1","GSE18842"
"Down","ANGPT1","GSE18842"
"Down","GMFG","GSE18842"
"Down","TNS1","GSE18842"
"Up","EPHB3","GSE18842"
"Down","SORBS2","GSE18842"
"Up","PSAT1","GSE18842"
"Down","AKAP13","GSE18842"
"Down","ZEB2","GSE18842"
"Down","ZFP36","GSE18842"
"Down","OLR1","GSE18842"
"Down","SLC35A1","GSE18842"
"Up","KIF18B","GSE18842"
"Down","GIMAP8","GSE18842"
"Up","NDC1","GSE18842"
"Down","TMEM74B","GSE18842"
"Down","GIMAP6","GSE18842"
"Down","HACD4","GSE18842"
"Down","LIMCH1","GSE18842"
"Down","CDH5","GSE18842"
"Up","SLC6A8","GSE18842"
"Up","SGPL1","GSE18842"
"Down","CNRIP1","GSE18842"
"Down","LRRC36","GSE18842"
"Down","ADGRE5","GSE18842"
"Up","POLE2","GSE18842"
"Down","HPGD","GSE18842"
"Down","DENND2A","GSE18842"
"Down","CGNL1","GSE18842"
"Up","CAD","GSE18842"
"Down","SYNC","GSE18842"
"Down","ARHGEF15","GSE18842"
"Up","ACTL6A","GSE18842"
"Down","AQP1","GSE18842"
"Down","LCAT","GSE18842"
"Down","TMEM170B","GSE18842"
"Down","LTC4S","GSE18842"
"Down","PPARG","GSE18842"
"Down","FBLN5","GSE18842"
"Up","SLC12A8","GSE18842"
"Up","PYCR1","GSE18842"
"Up","GPI","GSE18842"
"Up","EEF1AKMT4","GSE18842"
"Down","C1QTNF7","GSE18842"
"Up","E2F8","GSE18842"
"Down","P2RY14","GSE18842"
"Down","SLC27A3","GSE18842"
"Down","DAPK1","GSE18842"
"Up","TFAP2A","GSE18842"
"Down","TMEM273","GSE18842"
"Up","GJB2","GSE18842"
"Down","PPP1R15A","GSE18842"
"Up","DONSON","GSE18842"
"Down","AOC3","GSE18842"
"Up","CCT3","GSE18842"
"Down","C7","GSE18842"
"Down","MFAP4","GSE18842"
"Down","SH3BP5","GSE18842"
"Down","PRKCQ","GSE18842"
"Up","SELENOI","GSE18842"
"Down","GYPC","GSE18842"
"Down","ITIH5","GSE18842"
"Down","RHOJ","GSE18842"
"Up","CKAP2L","GSE18842"
"Down","TAPT1","GSE18842"
"Down","ID4","GSE18842"
"Up","MTFR1","GSE18842"
"Up","COL11A1","GSE18842"
"Down","CX3CR1","GSE18842"
"Up","CDC6","GSE18842"
"Down","STAC","GSE18842"
"Up","NIPSNAP1","GSE18842"
"Down","KLF6","GSE18842"
"Down","SPOCK2","GSE18842"
"Down","CD300LF","GSE18842"
"Down","ARGLU1","GSE18842"
"Up","OIP5","GSE18842"
"Up","INTS13","GSE18842"
"Up","PPAT","GSE18842"
"Down","VPS36","GSE18842"
"Down","AK1","GSE18842"
"Up","DPP3","GSE18842"
"Up","CDK4","GSE18842"
"Down","SIRPB1","GSE18842"
"Up","TMEM177","GSE18842"
"Down","DUSP1","GSE18842"
"Down","CCND3","GSE18842"
"Down","LHFPL6","GSE18842"
"Up","YKT6","GSE18842"
"Down","SLIT2","GSE18842"
"Down","DCDC2","GSE18842"
"Down","COL4A3","GSE18842"
"Down","CAV2","GSE18842"
"Down","GAS6","GSE18842"
"Up","RCC2","GSE18842"
"Down","PKNOX2","GSE18842"
"Up","PNPT1","GSE18842"
"Down","P2RX1","GSE18842"
"Up","CENPM","GSE18842"
"Up","TUBB","GSE18842"
"Down","CALCOCO1","GSE18842"
"Up","MTX2","GSE18842"
"Up","BCL2L12","GSE18842"
"Up","GPT2","GSE18842"
"Up","BORA","GSE18842"
"Up","ATIC","GSE18842"
"Up","AK4","GSE18842"
"Up","DLG5","GSE18842"
"Down","DACH1","GSE18842"
"Down","MNDA","GSE18842"
"Up","PDIA4","GSE18842"
"Down","BTNL9","GSE18842"
"Up","DBF4","GSE18842"
"Up","SRD5A1","GSE18842"
"Down","IQSEC1","GSE18842"
"Up","MSH2","GSE18842"
"Down","NR3C2","GSE18842"
"Down","RETN","GSE18842"
"Up","ANP32E","GSE18842"
"Down","ATG16L2","GSE18842"
"Down","EIF4E3","GSE18842"
"Down","ADGRD1","GSE18842"
"Down","GKAP1","GSE18842"
"Up","BAIAP2L1","GSE18842"
"Up","MRPL12","GSE18842"
"Down","ANOS1","GSE18842"
"Up","ERO1A","GSE18842"
"Down","C1orf162","GSE18842"
"Up","P4HB","GSE18842"
"Up","F12","GSE18842"
"Up","LMNB2","GSE18842"
"Down","LAMP3","GSE18842"
"Down","LIMD1","GSE18842"
"Down","GRAMD2A","GSE18842"
"Up","RRM1","GSE18842"
"Down","ERG","GSE18842"
"Up","RNASEH2A","GSE18842"
"Up","MCM7","GSE18842"
"Up","COL10A1","GSE18842"
"Down","HYAL1","GSE18842"
"Up","ABCB6","GSE18842"
"Down","GAB2","GSE18842"
"Up","SPP1","GSE18842"
"Up","MMP1","GSE18842"
"Down","CFL2","GSE18842"
"Down","VSIR","GSE18842"
"Down","PHACTR2","GSE18842"
"Down","GNG11","GSE18842"
"Down","CD33","GSE18842"
"Down","C16orf54","GSE18842"
"Down","NEBL","GSE18842"
"Down","PPM1M","GSE18842"
"Down","FLRT3","GSE18842"
"Up","SAPCD2","GSE18842"
"Down","CALCRL","GSE18842"
"Up","ALYREF","GSE18842"
"Down","GATA6","GSE18842"
"Up","IGF2BP3","GSE18842"
"Up","CENPU","GSE18842"
"Down","ACKR1","GSE18842"
"Down","CXCL2","GSE18842"
"Down","C5AR1","GSE18842"
"Up","EIF4EBP1","GSE18842"
"Down","ABCG2","GSE18842"
"Up","TSPAN6","GSE18842"
"Down","TSPAN12","GSE18842"
"Up","CDCA7","GSE18842"
"Down","RPGR","GSE18842"
"Down","HSDL2","GSE18842"
"Down","LRRFIP1","GSE18842"
"Up","PKM","GSE18842"
"Down","BTK","GSE18842"
"Up","SLC1A4","GSE18842"
"Down","FCGRT","GSE18842"
"Up","DNAJB11","GSE18842"
"Down","LST1","GSE18842"
"Down","MAP3K8","GSE18842"
"Down","FIG4","GSE18842"
"Down","TSPAN4","GSE18842"
"Up","PSMG3","GSE18842"
"Down","GJA4","GSE18842"
"Down","ANXA3","GSE18842"
"Down","DNASE1L3","GSE18842"
"Up","EPRS1","GSE18842"
"Up","SLC2A1","GSE18842"
"Up","COL1A1","GSE18842"
"Up","LCLAT1","GSE18842"
"Up","SPTBN2","GSE18842"
"Down","SLC26A9","GSE18842"
"Down","SNX30","GSE18842"
"Down","FCN1","GSE18842"
"Down","SELENOP","GSE18842"
"Down","HYAL2","GSE18842"
"Up","GMNN","GSE18842"
"Up","CDCA2","GSE18842"
"Up","JPT1","GSE18842"
"Up","SLC25A39","GSE18842"
"Down","VGLL3","GSE18842"
"Down","PREX1","GSE18842"
"Down","CELF2","GSE18842"
"Down","CARD16","GSE18842"
"Up","FIRRM","GSE18842"
"Up","SPC25","GSE18842"
"Up","MSH6","GSE18842"
"Up","TRAIP","GSE18842"
"Up","TENM4","GSE18842"
"Up","SIX1","GSE18842"
"Down","GPRASP1","GSE18842"
"Down","LRRN3","GSE18842"
"Up","EPN3","GSE18842"
"Down","FOXA2","GSE18842"
"Down","FLI1","GSE18842"
"Down","S100A4","GSE18842"
"Down","SLC1A1","GSE18842"
"Up","CENPL","GSE18842"
"Down","NTN4","GSE18842"
"Down","TPPP3","GSE18842"
"Up","RUVBL1","GSE18842"
"Up","SGO2","GSE18842"
"Down","DUOXA1","GSE18842"
"Up","ADAM12","GSE18842"
"Up","FBXO32","GSE18842"
"Down","PALM2AKAP2","GSE18842"
"Up","TROAP","GSE18842"
"Down","CD69","GSE18842"
"Down","HK3","GSE18842"
"Down","CBFA2T3","GSE18842"
"Down","ESYT3","GSE18842"
"Up","TRAP1","GSE18842"
"Down","DOCK11","GSE18842"
"Down","LATS2","GSE18842"
"Down","ADHFE1","GSE18842"
"Down","FGF18","GSE18842"
"Down","CFP","GSE18842"
"Down","MYO15B","GSE18842"
"Down","CCBE1","GSE18842"
"Down","SULT1A1","GSE18842"
"Down","CCDC68","GSE18842"
"Up","PSMD2","GSE18842"
"Down","RGS18","GSE18842"
"Up","TMPO","GSE18842"
"Up","TUBG1","GSE18842"
"Down","SMAD6","GSE18842"
"Down","EPB41L5","GSE18842"
"Up","SEC61A1","GSE18842"
"Up","CERS6","GSE18842"
"Down","HOXA5","GSE18842"
"Down","STOM","GSE18842"
"Down","PTPN21","GSE18842"
"Up","ESRP1","GSE18842"
"Down","C14orf132","GSE18842"
"Down","RGN","GSE18842"
"Down","PEAR1","GSE18842"
"Up","RECQL4","GSE18842"
"Up","BRI3BP","GSE18842"
"Up","MRPS30","GSE18842"
"Down","CRTAM","GSE18842"
"Down","NOTCH4","GSE18842"
"Up","CENPH","GSE18842"
"Up","SRPK1","GSE18842"
"Down","PCF11","GSE18842"
"Down","SASH1","GSE18842"
"Up","AHCY","GSE18842"
"Down","PAPSS2","GSE18842"
"Down","SHANK3","GSE18842"
"Up","CBLC","GSE18842"
"Down","RCSD1","GSE18842"
"Down","RHOBTB2","GSE18842"
"Up","TARS1","GSE18842"
"Up","CDCA4","GSE18842"
"Down","ID2","GSE18842"
"Down","TYROBP","GSE18842"
"Up","SRPRB","GSE18842"
"Down","ARC","GSE18842"
"Up","HPRT1","GSE18842"
"Down","PDK4","GSE18842"
"Up","MFN1","GSE18842"
"Down","TNFSF12","GSE18842"
"Up","ZWILCH","GSE18842"
"Down","SELENBP1","GSE18842"
"Down","C8B","GSE18842"
"Up","SLC7A5","GSE18842"
"Down","VIPR1","GSE18842"
"Down","ARHGEF6","GSE18842"
"Down","SELP","GSE18842"
"Down","C1orf115","GSE18842"
"Up","FANCG","GSE18842"
"Up","PCNA","GSE18842"
"Up","GGH","GSE18842"
"Up","LAD1","GSE18842"
"Down","A2M","GSE18842"
"Down","ARRB2","GSE18842"
"Down","C1orf198","GSE18842"
"Down","PILRA","GSE18842"
"Up","PFN2","GSE18842"
"Up","PRKDC","GSE18842"
"Down","FOSB","GSE18842"
"Down","ABLIM3","GSE18842"
"Down","HSPB6","GSE18842"
"Down","FILIP1","GSE18842"
"Down","GCA","GSE18842"
"Up","PDK1","GSE18842"
"Up","GTF2IRD1","GSE18842"
"Down","TRHDE","GSE18842"
"Down","GPA33","GSE18842"
"Down","GSAP","GSE18842"
"Down","ADTRP","GSE18842"
"Up","THBS2","GSE18842"
"Down","TGFBR2","GSE18842"
"Down","KIAA0040","GSE18842"
"Down","AOX1","GSE18842"
"Down","STAT5A","GSE18842"
"Down","SGCA","GSE18842"
"Down","PRKCZ","GSE18842"
"Down","COLEC12","GSE18842"
"Up","CENPW","GSE18842"
"Up","TCF19","GSE18842"
"Up","LARGE2","GSE18842"
"Down","GIMAP7","GSE18842"
"Down","PRAM1","GSE18842"
"Up","HELLS","GSE18842"
"Down","CYBRD1","GSE18842"
"Down","GIPC2","GSE18842"
"Up","MIS18A","GSE18842"
"Down","HDC","GSE18842"
"Down","HSD17B11","GSE18842"
"Up","GALNT2","GSE18842"
"Down","NEDD4L","GSE18842"
"Up","METAP1","GSE18842"
"Down","MS4A14","GSE18842"
"Up","H2AX","GSE18842"
"Up","RAE1","GSE18842"
"Down","IL3RA","GSE18842"
"Down","NIPSNAP3A","GSE18842"
"Down","CLIC2","GSE18842"
"Up","H2BC5","GSE18842"
"Up","CSE1L","GSE18842"
"Up","NCBP2","GSE18842"
"Down","SERTAD1","GSE18842"
"Up","RPAP3","GSE18842"
"Down","TPSAB1","GSE18842"
"Up","PUS7","GSE18842"
"Up","MND1","GSE18842"
"Up","OCIAD2","GSE18842"
"Up","MAGED1","GSE18842"
"Up","DKC1","GSE18842"
"Down","CD83","GSE18842"
"Down","LRRC32","GSE18842"
"Up","COL5A2","GSE18842"
"Up","BLM","GSE18842"
"Up","SLC39A6","GSE18842"
"Up","SAC3D1","GSE18842"
"Down","MYO1F","GSE18842"
"Down","ARHGAP18","GSE18842"
"Down","COBL","GSE18842"
"Up","PRMT5","GSE18842"
"Down","CPED1","GSE18842"
"Down","BMX","GSE18842"
"Up","NETO2","GSE18842"
"Up","JUP","GSE18842"
"Down","RASL12","GSE18842"
"Up","SMC4","GSE18842"
"Down","CREBRF","GSE18842"
"Down","CXCR2","GSE18842"
"Up","NUP205","GSE18842"
"Down","IL18RAP","GSE18842"
"Up","FAM220A","GSE18842"
"Down","CCRL2","GSE18842"
"Down","SNRK","GSE18842"
"Down","DNALI1","GSE18842"
"Down","VSIG4","GSE18842"
"Down","MAOB","GSE18842"
"Up","MAGEF1","GSE18842"
"Down","FRMD4B","GSE18842"
"Down","OGN","GSE18842"
"Up","CCNE1","GSE18842"
"Down","KANK2","GSE18842"
"Up","TACC3","GSE18842"
"Down","SCN4B","GSE18842"
"Down","NCF2","GSE18842"
"Down","RHEX","GSE18842"
"Up","SLC52A2","GSE18842"
"Down","EGFL7","GSE18842"
"Down","GPR65","GSE18842"
"Down","GDF10","GSE18842"
"Up","PGK1","GSE18842"
"Down","GPRC5A","GSE18842"
"Down","PKIG","GSE18842"
"Up","KIF26B","GSE18842"
"Down","BIN2","GSE18842"
"Up","IPO4","GSE18842"
"Up","NCAPD3","GSE18842"
"Up","MCM10","GSE18842"
"Up","TBRG4","GSE18842"
"Down","SLC31A2","GSE18842"
"Down","PTGDS","GSE18842"
"Down","SELPLG","GSE18842"
"Down","MACROD2","GSE18842"
"Down","MSR1","GSE18842"
"Down","SEMA3B","GSE18842"
"Down","BORCS7","GSE18842"
"Down","DES","GSE18842"
"Down","RAPGEF4","GSE18842"
"Down","SPI1","GSE18842"
"Down","CRIP1","GSE18842"
"Down","PROK2","GSE18842"
"Down","AP1S2","GSE18842"
"Down","RNF144B","GSE18842"
"Down","PDE8B","GSE18842"
"Down","ITIH3","GSE18842"
"Down","TSPYL2","GSE18842"
"Down","ARHGEF26","GSE18842"
"Down","AGTR1","GSE18842"
"Up","DNMT1","GSE18842"
"Down","ZMAT1","GSE18842"
"Up","BOP1","GSE18842"
"Down","CTSW","GSE18842"
"Down","NRGN","GSE18842"
"Down","PLLP","GSE18842"
"Up","UNG","GSE18842"
