"Regulation","Gene","Dataset"
"Up","PPIL2","GSE130779"
"Down","DAAM2","GSE130779"
"Down","WDR33","GSE130779"
"Down","TNS3","GSE130779"
"Down","YWHAZ","GSE130779"
"Down","FGFBP2","GSE130779"
"Down","NDUFA4L2","GSE130779"
"Down","PCMT1","GSE130779"
"Down","ABHD2","GSE130779"
"Up","FBF1","GSE130779"
"Up","DNASE1","GSE130779"
"Up","BIRC5","GSE130779"
"Down","PPP2CA","GSE130779"
"Down","RGS5","GSE130779"
"Down","CYP4B1","GSE130779"
"Down","DIXDC1","GSE130779"
"Down","AMOTL2","GSE130779"
"Down","DPT","GSE130779"
"Down","DZANK1","GSE130779"
"Down","FTO","GSE130779"
"Down","OCLN","GSE130779"
"Down","CNN3","GSE130779"
"Down","SOX7","GSE130779"
"Down","LARP7","GSE130779"
"Down","LAMA3","GSE130779"
"Down","TNFAIP3","GSE130779"
"Down","PSMB1","GSE130779"
"Up","HABP2","GSE130779"
"Down","CCL14","GSE130779"
"Down","PRSS12","GSE130779"
"Down","ZFP36","GSE130779"
"Down","PAN3","GSE130779"
"Up","RNF24","GSE130779"
"Down","MYH9","GSE130779"
"Down","PAFAH1B2","GSE130779"
"Down","NTNG1","GSE130779"
"Down","THBS1","GSE130779"
"Down","FBXL20","GSE130779"
"Up","GCNT3","GSE130779"
"Up","NEFH","GSE130779"
"Down","LARP6","GSE130779"
"Down","PTAR1","GSE130779"
"Down","RPL17","GSE130779"
"Down","MTMR6","GSE130779"
"Down","BMPER","GSE130779"
"Down","UNC13B","GSE130779"
"Up","PLEKHG4B","GSE130779"
"Down","RBMS3","GSE130779"
"Down","NACA2","GSE130779"
"Down","RPS3A","GSE130779"
"Down","POLR2A","GSE130779"
"Down","GMFB","GSE130779"
"Down","ZBTB1","GSE130779"
"Down","NDUFB6","GSE130779"
"Down","F11R","GSE130779"
"Down","ERGIC1","GSE130779"
"Up","MKI67","GSE130779"
"Down","CELF1","GSE130779"
"Up","DMAP1","GSE130779"
"Down","GPC3","GSE130779"
"Down","CST3","GSE130779"
"Down","LUC7L3","GSE130779"
"Up","LUC7L","GSE130779"
"Down","TACC1","GSE130779"
"Up","TUBB3","GSE130779"
"Down","PSMA2","GSE130779"
"Up","NHLRC1","GSE130779"
"Up","TACR1","GSE130779"
"Down","MCOLN3","GSE130779"
"Down","NOSTRIN","GSE130779"
"Down","SVEP1","GSE130779"
"Down","PARD3","GSE130779"
"Up","FANCG","GSE130779"
"Down","ARHGDIB","GSE130779"
"Down","FCN3","GSE130779"
"Down","MTPN","GSE130779"
"Down","TTC28","GSE130779"
"Down","PDE4A","GSE130779"
"Down","ZFAND2A","GSE130779"
"Down","PCBP1","GSE130779"
"Down","RPS25","GSE130779"
"Down","ELF1","GSE130779"
"Down","CD81","GSE130779"
"Up","SLA2","GSE130779"
"Down","SPATS2L","GSE130779"
"Up","TMC6","GSE130779"
"Up","DDX55","GSE130779"
"Up","DOK3","GSE130779"
"Down","CREG1","GSE130779"
"Down","IGFBP4","GSE130779"
"Down","MMP2","GSE130779"
"Down","CAPZA1","GSE130779"
"Up","FAM47A","GSE130779"
"Down","TMEM204","GSE130779"
"Down","TBX2","GSE130779"
"Up","SPAG5","GSE130779"
"Down","RAN","GSE130779"
"Down","CD52","GSE130779"
"Down","TOMM34","GSE130779"
"Down","PGAP1","GSE130779"
"Down","RECK","GSE130779"
"Down","SSBP2","GSE130779"
"Down","DDR2","GSE130779"
"Up","ITGAD","GSE130779"
"Down","SENP5","GSE130779"
"Down","HPSE2","GSE130779"
"Down","RPS21","GSE130779"
"Up","IZUMO4","GSE130779"
"Down","RAP1B","GSE130779"
"Down","NDUFB4","GSE130779"
"Down","FKBP9","GSE130779"
"Down","TMEM179B","GSE130779"
"Down","RPL10A","GSE130779"
"Up","ANKRD17","GSE130779"
"Down","GUCA2B","GSE130779"
"Up","CROCC","GSE130779"
"Down","GOLGA6L9","GSE130779"
"Down","IFNGR1","GSE130779"
"Down","PDLIM3","GSE130779"
"Down","RPLP1","GSE130779"
"Up","RNASE3","GSE130779"
"Up","ASAP3","GSE130779"
"Down","CDH6","GSE130779"
"Down","CYP27A1","GSE130779"
"Down","PHLDA1","GSE130779"
"Down","ERRFI1","GSE130779"
"Down","SOS2","GSE130779"
"Down","HBEGF","GSE130779"
"Down","CETN2","GSE130779"
"Down","PTH1R","GSE130779"
"Up","COL10A1","GSE130779"
"Down","CITED2","GSE130779"
"Up","STIL","GSE130779"
"Down","MT1G","GSE130779"
"Down","DRAM2","GSE130779"
"Down","PAG1","GSE130779"
"Up","CHST10","GSE130779"
"Down","FRMD4B","GSE130779"
"Down","COL4A5","GSE130779"
"Down","TAL1","GSE130779"
"Down","OR2A7","GSE130779"
"Down","BMPR2","GSE130779"
"Down","LTBP2","GSE130779"
"Down","ANXA11","GSE130779"
"Up","PPP1R18","GSE130779"
"Down","GFOD1","GSE130779"
"Down","B4GALT1","GSE130779"
"Down","AGFG2","GSE130779"
"Up","PPP1R26","GSE130779"
"Down","TPM3","GSE130779"
"Up","CCDC50","GSE130779"
"Down","GIMAP4","GSE130779"
"Down","ZEB1","GSE130779"
"Down","KLF4","GSE130779"
"Down","PHIP","GSE130779"
"Down","NRAS","GSE130779"
"Up","BEST4","GSE130779"
"Up","ZBTB17","GSE130779"
"Up","USP42","GSE130779"
"Down","CAMK2G","GSE130779"
"Down","SEC22B","GSE130779"
"Up","NOC2L","GSE130779"
"Up","IER3","GSE130779"
"Down","ADRA1A","GSE130779"
"Down","NONO","GSE130779"
"Up","CITED1","GSE130779"
"Up","NGEF","GSE130779"
"Down","CNOT7","GSE130779"
"Up","RASGEF1A","GSE130779"
"Up","C16orf96","GSE130779"
"Up","NDE1","GSE130779"
"Down","DES","GSE130779"
"Up","ITGA2B","GSE130779"
"Up","EPHA10","GSE130779"
"Up","AK4","GSE130779"
"Down","LRCH2","GSE130779"
"Down","COTL1","GSE130779"
"Down","VIPR1","GSE130779"
"Up","UCKL1","GSE130779"
"Up","SIX3","GSE130779"
"Up","STX1A","GSE130779"
"Down","NDUFA4","GSE130779"
"Down","MYC","GSE130779"
"Down","PPTC7","GSE130779"
"Up","SPIN3","GSE130779"
"Down","DCAF8","GSE130779"
"Down","DBI","GSE130779"
"Down","COX6A1","GSE130779"
"Down","GTF2A2","GSE130779"
"Down","HSPA1B","GSE130779"
"Up","TRIM62","GSE130779"
"Down","FKBP5","GSE130779"
"Up","NPM2","GSE130779"
"Up","ADAM8","GSE130779"
"Down","DDX54","GSE130779"
"Up","CD1B","GSE130779"
"Up","RNF121","GSE130779"
"Down","MCL1","GSE130779"
"Down","HSD17B6","GSE130779"
"Down","C1orf162","GSE130779"
"Down","S1PR2","GSE130779"
"Up","CRELD1","GSE130779"
"Down","COX7A2L","GSE130779"
"Down","RAB10","GSE130779"
"Up","GOLGA6L10","GSE130779"
"Up","CUL7","GSE130779"
"Up","LRRC31","GSE130779"
"Down","CLU","GSE130779"
"Up","KRTAP4-7","GSE130779"
"Down","PDGFRA","GSE130779"
"Up","RGL3","GSE130779"
"Up","GSDMD","GSE130779"
"Down","SH2D3C","GSE130779"
"Up","PDIA4","GSE130779"
"Down","NDUFA5","GSE130779"
"Down","IQCJ-SCHIP1","GSE130779"
"Down","PEPD","GSE130779"
"Down","SLC25A6","GSE130779"
"Down","ZBTB8A","GSE130779"
"Up","FGFR1OP2","GSE130779"
"Down","RGS4","GSE130779"
"Down","PHC2","GSE130779"
"Down","FBP1","GSE130779"
"Down","TTC19","GSE130779"
"Down","CSF3","GSE130779"
"Up","OR8U1","GSE130779"
"Up","MAD1L1","GSE130779"
"Up","BTN2A1","GSE130779"
"Up","MYO7A","GSE130779"
"Up","MRPL28","GSE130779"
"Down","JAM3","GSE130779"
"Down","RPS6","GSE130779"
"Down","PEA15","GSE130779"
"Down","CLSTN2","GSE130779"
"Down","EPB41L2","GSE130779"
"Up","CST1","GSE130779"
"Down","MT1E","GSE130779"
"Down","PDGFRB","GSE130779"
"Down","RAB1A","GSE130779"
"Down","ZC3H4","GSE130779"
"Down","RHOQ","GSE130779"
"Down","TMEM50A","GSE130779"
"Up","QRFP","GSE130779"
"Up","TFPT","GSE130779"
"Down","KCTD9","GSE130779"
"Down","CCND2","GSE130779"
"Down","IQCF2","GSE130779"
"Down","WWC1","GSE130779"
"Down","CREB3L2","GSE130779"
"Down","MFSD6","GSE130779"
"Up","EBPL","GSE130779"
"Up","CDH3","GSE130779"
"Down","PLK2","GSE130779"
"Up","TNRC18","GSE130779"
"Down","NUP50","GSE130779"
"Up","GGT1","GSE130779"
"Down","RPRD1A","GSE130779"
"Down","VSIG4","GSE130779"
"Down","ETF1","GSE130779"
"Up","SLC50A1","GSE130779"
"Down","SEMA6A","GSE130779"
"Up","CLTCL1","GSE130779"
"Up","CRABP2","GSE130779"
"Down","CMTM6","GSE130779"
"Down","ITPKC","GSE130779"
"Up","PMM2","GSE130779"
"Down","TMEM100","GSE130779"
"Down","ESYT3","GSE130779"
"Down","RPS7","GSE130779"
"Up","RAPSN","GSE130779"
"Up","GALE","GSE130779"
"Down","RPS29","GSE130779"
"Down","GAS1","GSE130779"
"Down","PPM1L","GSE130779"
"Down","APOLD1","GSE130779"
"Down","ICAM4","GSE130779"
"Down","RPL12","GSE130779"
"Down","RPS5","GSE130779"
"Down","C9orf85","GSE130779"
"Up","PRR4","GSE130779"
"Up","PDE4DIP","GSE130779"
"Down","KIAA1671","GSE130779"
"Down","MS4A15","GSE130779"
"Up","RECQL5","GSE130779"
"Up","KDM5B","GSE130779"
"Down","RAPGEF5","GSE130779"
"Up","HMX3","GSE130779"
"Down","NDNF","GSE130779"
"Down","SLC40A1","GSE130779"
"Up","FHOD1","GSE130779"
"Down","NDFIP2","GSE130779"
"Up","SFN","GSE130779"
"Up","TSHZ2","GSE130779"
"Down","KCNRG","GSE130779"
"Up","B4GALNT4","GSE130779"
"Down","LMBR1","GSE130779"
"Down","PRDX1","GSE130779"
"Up","RAD54L2","GSE130779"
"Down","KPNA4","GSE130779"
"Down","MYADM","GSE130779"
"Down","ARL6IP5","GSE130779"
"Up","ADAM11","GSE130779"
"Down","IL1R1","GSE130779"
"Up","DEF8","GSE130779"
"Down","RASL11A","GSE130779"
"Down","OGN","GSE130779"
"Up","PLK1","GSE130779"
"Down","RBMS1","GSE130779"
"Down","MSMO1","GSE130779"
"Down","RAB7A","GSE130779"
"Down","RNF217","GSE130779"
"Down","SLIT3","GSE130779"
"Down","ALDH3A2","GSE130779"
"Down","SLC25A5","GSE130779"
"Down","RBMX","GSE130779"
"Down","CDKL1","GSE130779"
"Down","SYT1","GSE130779"
"Up","ERN2","GSE130779"
"Down","ZBTB20","GSE130779"
"Up","PDZK1IP1","GSE130779"
"Down","OST4","GSE130779"
"Up","DCD","GSE130779"
"Down","EEF1G","GSE130779"
"Up","LRRC17","GSE130779"
"Down","SGIP1","GSE130779"
"Up","TTYH3","GSE130779"
"Down","FCGR3A","GSE130779"
"Down","LEPROTL1","GSE130779"
"Up","GBP5","GSE130779"
"Up","TMEM52","GSE130779"
"Up","CELSR1","GSE130779"
"Down","ADAR","GSE130779"
"Down","RAB3GAP1","GSE130779"
"Down","IL18R1","GSE130779"
"Up","PTCH1","GSE130779"
"Up","RRBP1","GSE130779"
"Up","MSTO1","GSE130779"
"Down","CSRNP2","GSE130779"
"Up","PHF23","GSE130779"
"Up","TRH","GSE130779"
"Down","SPARC","GSE130779"
"Up","RNF213","GSE130779"
"Down","RASIP1","GSE130779"
"Down","ZNF460","GSE130779"
"Down","NKG7","GSE130779"
"Down","ALDH3B1","GSE130779"
"Down","CHST2","GSE130779"
"Up","GRAP","GSE130779"
"Down","TMPRSS2","GSE130779"
"Down","KCNMA1","GSE130779"
"Up","AURKA","GSE130779"
"Down","LIMS2","GSE130779"
"Down","SET","GSE130779"
"Down","SUPT7L","GSE130779"
"Down","EPN1","GSE130779"
"Down","PHKB","GSE130779"
"Up","ABCC10","GSE130779"
"Down","ZNF445","GSE130779"
"Up","MAGIX","GSE130779"
"Down","GLUL","GSE130779"
"Down","ZNFX1","GSE130779"
"Down","CREB5","GSE130779"
"Up","POLE","GSE130779"
"Up","NR1I3","GSE130779"
"Down","EGFLAM","GSE130779"
"Up","SYTL1","GSE130779"
"Up","NCF4","GSE130779"
"Down","RBMXL1","GSE130779"
"Down","YBX1","GSE130779"
"Up","CDCP1","GSE130779"
"Down","RC3H1","GSE130779"
"Down","TRAM1","GSE130779"
"Up","TMEM86B","GSE130779"
"Up","IL2RA","GSE130779"
"Up","TMC4","GSE130779"
"Down","JAK1","GSE130779"
"Down","NPM1","GSE130779"
"Down","SP2","GSE130779"
"Down","RTN4RL2","GSE130779"
"Down","STRAP","GSE130779"
"Up","SYNGAP1","GSE130779"
"Down","AMIGO2","GSE130779"
"Down","GJA1","GSE130779"
"Down","PTGR1","GSE130779"
"Down","RAB2B","GSE130779"
"Down","RNF149","GSE130779"
"Down","ILK","GSE130779"
"Down","AXIN2","GSE130779"
"Up","CEP55","GSE130779"
"Down","MAT2A","GSE130779"
"Down","COL12A1","GSE130779"
"Down","PATL1","GSE130779"
"Down","GNG10","GSE130779"
"Up","RIPK3","GSE130779"
"Up","CPT1B","GSE130779"
"Up","CCDC159","GSE130779"
"Up","ZFYVE28","GSE130779"
"Up","COL9A2","GSE130779"
"Down","CHD1","GSE130779"
"Down","CD44","GSE130779"
"Up","PI4KA","GSE130779"
"Up","ZNF692","GSE130779"
"Down","FRMPD2","GSE130779"
"Up","BRPF3","GSE130779"
"Up","CDKN2A","GSE130779"
"Down","PGC","GSE130779"
"Up","PPP1R3G","GSE130779"
"Down","ZNF655","GSE130779"
"Down","FTL","GSE130779"
"Down","MDH1","GSE130779"
"Down","RBM39","GSE130779"
"Up","PMS2","GSE130779"
"Down","KPNA6","GSE130779"
"Up","NHS","GSE130779"
"Down","TNS1","GSE130779"
"Up","ATAD3B","GSE130779"
"Down","ATP11A","GSE130779"
"Up","HSPA6","GSE130779"
"Down","LRRC8C","GSE130779"
"Down","PEAK1","GSE130779"
"Down","NPR3","GSE130779"
"Up","BHLHA9","GSE130779"
"Down","SND1","GSE130779"
"Down","NEK3","GSE130779"
"Down","ADAMTS9","GSE130779"
"Up","HSF4","GSE130779"
"Down","C1orf87","GSE130779"
"Down","ARGFX","GSE130779"
"Down","VIM","GSE130779"
"Up","ZNF334","GSE130779"
"Down","MT1B","GSE130779"
"Down","UQCRH","GSE130779"
"Down","SFTA2","GSE130779"
"Up","ZBTB47","GSE130779"
"Up","SYT8","GSE130779"
"Down","APOD","GSE130779"
"Down","TUBA1B","GSE130779"
"Down","AREG","GSE130779"
"Down","SSR1","GSE130779"
"Down","SAP30L","GSE130779"
"Down","RNASEK","GSE130779"
"Down","U2AF1","GSE130779"
"Down","GUCY1A2","GSE130779"
"Down","FBXO36","GSE130779"
"Up","TEX13A","GSE130779"
"Up","C3AR1","GSE130779"
"Down","EIF5","GSE130779"
"Up","NSUN5","GSE130779"
"Down","SMAD6","GSE130779"
"Up","TCF25","GSE130779"
"Up","CIB2","GSE130779"
"Up","RBCK1","GSE130779"
"Down","PPARG","GSE130779"
"Up","ZNF594","GSE130779"
"Up","SULT1A4","GSE130779"
"Down","HNRNPA1","GSE130779"
"Up","CCDC38","GSE130779"
"Up","NHLRC4","GSE130779"
"Down","FTH1","GSE130779"
"Down","CTSH","GSE130779"
"Down","RAB6C","GSE130779"
"Up","TSC2","GSE130779"
"Down","TLE4","GSE130779"
"Up","TBC1D3B","GSE130779"
"Up","IBSP","GSE130779"
"Down","AQP1","GSE130779"
"Down","ACVRL1","GSE130779"
"Up","ARAP1","GSE130779"
"Down","FOSL2","GSE130779"
"Down","FOXF2","GSE130779"
"Down","DHCR24","GSE130779"
"Down","JUND","GSE130779"
"Up","ZNF691","GSE130779"
"Down","DUSP6","GSE130779"
"Down","CT45A1","GSE130779"
"Down","VWA3B","GSE130779"
"Down","CTSZ","GSE130779"
"Down","ARGLU1","GSE130779"
"Up","IL24","GSE130779"
"Up","ELMO3","GSE130779"
"Down","MT1H","GSE130779"
"Up","AKT2","GSE130779"
"Up","FTSJ3","GSE130779"
"Down","MT1A","GSE130779"
"Down","ARID5B","GSE130779"
"Down","ARSG","GSE130779"
"Down","LARP4","GSE130779"
"Up","MST1","GSE130779"
"Up","ZSCAN21","GSE130779"
"Down","HLA-DRA","GSE130779"
"Up","TTC39A","GSE130779"
"Up","SRSF11","GSE130779"
"Down","FGFR2","GSE130779"
"Down","NKX2-1","GSE130779"
"Down","ARHGAP1","GSE130779"
"Up","MSH5","GSE130779"
"Up","USP45","GSE130779"
"Down","PPP1R15A","GSE130779"
"Down","BCHE","GSE130779"
"Down","FZD4","GSE130779"
"Up","PLAU","GSE130779"
"Down","RPS15A","GSE130779"
"Up","SULT1C2","GSE130779"
"Up","HLA-F","GSE130779"
"Down","IFI27","GSE130779"
"Up","MSI2","GSE130779"
"Up","TAC4","GSE130779"
"Down","GPRC5A","GSE130779"
"Down","TMEM43","GSE130779"
"Down","CRIM1","GSE130779"
"Up","LSM4","GSE130779"
"Down","FOXN3","GSE130779"
"Up","CEACAM5","GSE136043"
"Down","FMO2","GSE136043"
"Down","RNF182","GSE136043"
"Down","ZBED2","GSE136043"
"Up","SPINK1","GSE136043"
"Up","PITX1","GSE136043"
"Down","CCK","GSE136043"
"Down","SPRYD7","GSE136043"
"Down","GKN2","GSE136043"
"Down","SGCG","GSE136043"
"Down","DMRT2","GSE136043"
"Up","B3GNT3","GSE136043"
"Up","LCN2","GSE136043"
"Down","MOGAT1","GSE136043"
"Down","NCKAP5","GSE136043"
"Down","HAS1","GSE136043"
"Down","SPN","GSE136043"
"Down","PHACTR2","GSE136043"
"Down","MYOM2","GSE136043"
"Down","MME","GSE136043"
"Down","RGS9BP","GSE136043"
"Down","SLC1A1","GSE136043"
"Down","LRRN3","GSE136043"
"Up","RAB26","GSE136043"
"Down","MYH10","GSE136043"
"Down","HHIP","GSE136043"
"Down","LRRTM4","GSE136043"
"Down","NOS2","GSE136043"
"Down","GLIPR2","GSE136043"
"Down","GPM6A","GSE136043"
"Down","SERTM1","GSE136043"
"Down","EMP2","GSE136043"
"Up","CLIC6","GSE136043"
"Down","SLC16A12","GSE136043"
"Down","LYPD5","GSE136043"
"Down","PTPRQ","GSE136043"
"Down","CA4","GSE136043"
"Up","RALGPS2","GSE136043"
"Down","CDO1","GSE136043"
"Down","MYOC","GSE136043"
"Down","MCOLN3","GSE136043"
"Down","KHDRBS2","GSE136043"
"Up","HDGF","GSE136043"
"Up","GSTA5","GSE136043"
"Down","SLC39A8","GSE136043"
"Up","CD79A","GSE136043"
"Down","MARCO","GSE136043"
"Down","PTPN21","GSE136043"
"Up","HMGB3","GSE136043"
"Down","SPOCK2","GSE136043"
"Up","GOLM1","GSE136043"
"Down","SSTR1","GSE136043"
"Up","BPIFB1","GSE136043"
"Down","MGAT3","GSE136043"
"Down","S100A3","GSE136043"
"Down","TNNC1","GSE136043"
"Down","B3GALT2","GSE136043"
"Down","ITLN2","GSE136043"
"Down","EXOC3L4","GSE136043"
"Down","CTNS","GSE136043"
"Up","SPP1","GSE136043"
"Down","TNIK","GSE136043"
"Down","GDF10","GSE136043"
"Down","ZNF534","GSE136043"
"Down","RADIL","GSE136043"
"Down","TCEA2","GSE136043"
"Down","FIBIN","GSE136043"
"Down","PDE4D","GSE136043"
"Down","MYH2","GSE136043"
"Down","HES7","GSE136043"
"Down","CLIC5","GSE136043"
"Down","SOSTDC1","GSE136043"
"Down","SH3GL3","GSE136043"
"Down","TTN","GSE136043"
"Down","FRAS1","GSE136043"
"Up","CCL24","GSE136043"
"Up","LTF","GSE136043"
"Down","FZD1","GSE136043"
"Up","LEMD1","GSE136043"
"Up","ACAP3","GSE136043"
"Down","FRMD3","GSE136043"
"Up","CD24","GSE136043"
"Up","AGR2","GSE136043"
"Up","ST6GALNAC1","GSE136043"
"Down","GPA33","GSE136043"
"Down","DEFA4","GSE136043"
"Up","RHBDL2","GSE136043"
"Down","MAOB","GSE136043"
"Down","PLEKHH2","GSE136043"
"Down","FGF12","GSE136043"
"Up","PAFAH1B3","GSE136043"
"Up","PYCR1","GSE136043"
"Down","LILRB2","GSE136043"
"Down","LPL","GSE136043"
"Down","GABARAPL1","GSE136043"
"Down","C17orf67","GSE136043"
"Down","SLC19A3","GSE136043"
"Up","OR5L2","GSE136043"
"Down","ADPRH","GSE136043"
"Up","TMEM132A","GSE136043"
"Down","RSPO2","GSE136043"
"Down","GJC2","GSE136043"
"Down","HOXA3","GSE136043"
"Down","RECK","GSE136043"
"Down","FOXF1","GSE136043"
"Down","PSAPL1","GSE136043"
"Down","AHRR","GSE136043"
"Down","JAKMIP2","GSE136043"
"Up","HSH2D","GSE136043"
"Up","CCHCR1","GSE136043"
"Down","AQP4","GSE136043"
"Up","COL17A1","GSE136043"
"Down","GFRA2","GSE136043"
"Down","POPDC3","GSE136043"
"Down","TBX3","GSE136043"
"Down","LRP4","GSE136043"
"Down","LAMC3","GSE136043"
"Down","ANXA3","GSE136043"
"Down","SH2D3C","GSE136043"
"Down","PCOLCE2","GSE136043"
"Up","BPIFA1","GSE136043"
"Down","SERPING1","GSE136043"
"Down","FZD8","GSE136043"
"Down","SCN3B","GSE136043"
"Down","NTNG1","GSE136043"
"Down","CDC42EP2","GSE136043"
"Down","SEMA5A","GSE136043"
"Down","GJD3","GSE136043"
"Up","TTC3","GSE136043"
"Down","MYO5B","GSE136043"
"Up","SALL4","GSE136043"
"Down","TGM1","GSE136043"
"Up","PPDPF","GSE136043"
"Down","KCTD16","GSE136043"
"Down","CES1","GSE136043"
"Down","CASP12","GSE136043"
"Down","ATXN1L","GSE136043"
"Down","CFD","GSE136043"
"Down","LAIR2","GSE136043"
"Down","SGCE","GSE136043"
"Down","HOXA4","GSE136043"
"Up","TOMM20L","GSE136043"
"Down","DDAH2","GSE136043"
"Down","RBP2","GSE136043"
"Up","MUC4","GSE136043"
"Up","LTK","GSE136043"
"Down","TGM2","GSE136043"
"Down","TUBB6","GSE136043"
"Up","SPTBN2","GSE136043"
"Down","AGTPBP1","GSE136043"
"Up","SYT12","GSE136043"
"Up","SAR1B","GSE136043"
"Down","CAV2","GSE136043"
"Up","TP53INP1","GSE136043"
"Down","PTPRD","GSE136043"
"Down","GRIA1","GSE136043"
"Down","RASIP1","GSE136043"
"Down","GPC3","GSE136043"
"Up","RBM14","GSE136043"
"Up","SNCB","GSE136043"
"Down","KIF1C","GSE136043"
"Down","PPARGC1A","GSE136043"
"Up","C1GALT1","GSE136043"
"Down","BDNF","GSE136043"
"Down","VGLL3","GSE136043"
"Down","THSD1","GSE136043"
"Up","GALNT7","GSE136043"
"Up","KDELR3","GSE136043"
"Down","ADH1B","GSE136043"
"Down","CDADC1","GSE136043"
"Up","MNX1","GSE136043"
"Down","PHACTR1","GSE136043"
"Down","FAM20B","GSE136043"
"Up","DPEP3","GSE136043"
"Down","SCHIP1","GSE136043"
"Up","FUT2","GSE136043"
"Up","ABCC3","GSE136043"
"Up","PLIN5","GSE136043"
"Up","GRHL1","GSE136043"
"Up","SLC2A1","GSE136043"
"Up","SIDT1","GSE136043"
"Down","CAMK2N1","GSE136043"
"Up","PIAS3","GSE136043"
"Down","RNASE13","GSE136043"
"Up","S100B","GSE136043"
"Down","ACADL","GSE136043"
"Up","COL10A1","GSE136043"
"Down","C1orf21","GSE136043"
"Down","ZNF677","GSE136043"
"Down","WNT3A","GSE136043"
"Down","WIF1","GSE136043"
"Down","TRPV2","GSE136043"
"Down","TRIOBP","GSE136043"
"Down","CLEC3B","GSE136043"
"Up","TUSC1","GSE136043"
"Down","LILRB5","GSE136043"
"Up","IGFBP2","GSE136043"
"Down","SLIT2","GSE136043"
"Down","KANK3","GSE136043"
"Down","PID1","GSE136043"
"Down","AGER","GSE136043"
"Down","CFL2","GSE136043"
"Up","ARHGDIB","GSE136043"
"Down","TMEM139","GSE136043"
"Down","KIAA0408","GSE136043"
"Down","BTNL8","GSE136043"
"Up","FBXO16","GSE136043"
"Down","MOB3B","GSE136043"
"Down","SCN4B","GSE136043"
"Down","FCRL6","GSE136043"
"Down","ASPRV1","GSE136043"
"Down","NRG1","GSE136043"
"Down","CST6","GSE136043"
"Up","FUCA1","GSE136043"
"Down","GPR158","GSE136043"
"Down","SCUBE1","GSE136043"
"Up","PKIB","GSE136043"
"Down","HMGCLL1","GSE136043"
"Up","STYK1","GSE136043"
"Down","ZNF626","GSE136043"
"Down","PTN","GSE136043"
"Down","NR2F1","GSE136043"
"Up","CDCA7","GSE136043"
"Up","CHAC1","GSE136043"
"Up","INHBB","GSE136043"
"Down","FOXF2","GSE136043"
"Down","P2RY14","GSE136043"
"Down","AATK","GSE136043"
"Up","ADM2","GSE136043"
"Down","SEMA3D","GSE136043"
"Up","ERN2","GSE136043"
"Down","HLF","GSE136043"
"Down","SH2D1B","GSE136043"
"Down","TBX5","GSE136043"
"Up","FERMT1","GSE136043"
"Down","HDC","GSE136043"
"Down","IGSF10","GSE136043"
"Down","SRRM4","GSE136043"
"Down","ZFHX3","GSE136043"
"Down","TMEM132C","GSE136043"
"Down","CDH13","GSE136043"
"Down","NOVA2","GSE136043"
"Up","BMP2K","GSE136043"
"Up","SRPK1","GSE136043"
"Up","CHPF","GSE136043"
"Down","STXBP6","GSE136043"
"Down","EMCN","GSE136043"
"Up","DEPTOR","GSE136043"
"Down","GNAZ","GSE136043"
"Up","CNFN","GSE136043"
"Down","RANBP3L","GSE136043"
"Down","PDE6A","GSE136043"
"Down","BEX1","GSE136043"
"Up","CAPN8","GSE136043"
"Up","OVOL1","GSE136043"
"Down","CD36","GSE136043"
"Down","ROCK2","GSE136043"
"Down","HIGD1B","GSE136043"
"Down","SLC26A2","GSE136043"
"Down","EIF5","GSE136043"
"Down","MAL","GSE136043"
"Down","THSD4","GSE136043"
"Up","ACAN","GSE136043"
"Down","ZNF658","GSE136043"
"Up","CEACAM6","GSE136043"
"Down","RTKN2","GSE136043"
"Down","PEAK1","GSE136043"
"Down","GPC5","GSE136043"
"Down","SCD5","GSE136043"
"Down","BCL6B","GSE136043"
"Up","TMEM63C","GSE136043"
"Up","STRBP","GSE136043"
"Down","SYNPO2L","GSE136043"
"Down","PLCE1","GSE136043"
"Down","INMT","GSE136043"
"Down","ITLN1","GSE136043"
"Up","FBXO32","GSE136043"
"Down","HSPA12B","GSE136043"
"Up","XBP1","GSE136043"
"Up","TNFRSF6B","GSE136043"
